행유형,원본부모Claim번호,자식Claim번호,입력구분,최종검증유형,유형분류결과,원문,기사작성일,대상수치표현,지표,기사값,단위,기준시점,주기,지역,대상집단,차원JSON,계산방식,조건JSON,파싱상태,공식조회진입경로,최종상태,최종사유코드,실패단계,실패원인_쉬운설명,판정,공식계산값,공식좌표JSON,공식출처JSON,공식근거URL,응답해시,공표확인,공식근거종류,공식판정완료,진단번호,원본상세사유,전체자식수,8번직접값자식수,다른유형자식수,공식판정완료자식수,실행결과파일
복수문장직접값자식결과,A00202_23,claim_7c98d65c16d08668,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"지난달 실업률은 3.8%로 2022년 1월(4.1%) 이후 가장 높았고, 청년 실업률은 5.9%로 6%에 육박했다.",2025-01-16,3.8%,실업률,3.8,%,2024년 12월,월,,,,DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,AUTO,WITHIN_TOLERANCE,VERDICT,기사값과 공식값이 허용오차 안에서 일치,MATCH,3.8,"[{""canonical_key"": ""ORG=101|TBL=DT_1DA7001S|ITM=T80|OBJ=B|MEMBER=계|PRD_SE=월|PRD_DE=2024-12"", ""dimension_codes"": {""B"": ""0""}, ""dimension_members"": {""B"": ""계""}, ""itm_id"": ""T80"", ""member_code"": ""계"", ""obj_id"": ""B"", ""org_id"": ""101"", ""prd_de"": ""2024-12"", ""prd_se"": ""월"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1DA7001S"", ""unit"": ""%""}]","[{""content_hash"": ""0c3d654f1db7e1532f0bbc30a5284469c949648883b0917215a4e98a9595e913"", ""evidence_key"": ""ORG=101|TBL=DT_1DA7001S|ITM=T80|OBJ=B|MEMBER=계|PRD_SE=월|PRD_DE=2024-12"", ""publication"": {""content_hash"": ""fbd0cecdfab1b766036a1cc4fa61fc9e4bc468a323acfd58a24fbebb5ee1f42a"", ""coverage_end_period"": null, ""coverage_start_period"": null, ""evidence_scope"": ""PERIOD"", ""pub_date_text"": ""조사기준 월 익월"", ""pub_period"": ""월"", ""publication_method_url"": ""https://www.kostat.go.kr/board.es?act=list&mid=a10301010000&keyField=T&bid=210&keyWord=2024%EB%85%84+12%EC%9B%94+%EB%B0%8F+%EC%97%B0%EA%B0%84+%EA%B3%A0%EC%9A%A9%EB%8F%99%ED%96%A5"", ""published_at"": ""2025-01-15"", ""reference_period"": ""2024-12"", ""retrieved_at"": ""2026-08-26T09:14:34.107450Z"", ""source_url"": ""https://www.kostat.go.kr/board.es?mid=a10301010000&bid=210&act=view&list_no=434801&tag=&nPage=1&ref_bid="", ""status"": ""VERIFIED""}, ""retrieved_at"": ""2026-08-26T09:14:26.658668Z"", ""source"": ""API"", ""source_url"": ""https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T80&prdSe=M&startPrdDe=202412&endPrdDe=202412&objL1=0"", ""value_last_changed_at"": ""2025-01-02""}]",https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T80&prdSe=M&startPrdDe=202412&endPrdDe=202412&objL1=0,0c3d654f1db7e1532f0bbc30a5284469c949648883b0917215a4e98a9595e913,VERIFIED,KOSIS_API,Y,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00202_23,claim_8aa30da67bf9f7e7,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"지난달 실업률은 3.8%로 2022년 1월(4.1%) 이후 가장 높았고, 청년 실업률은 5.9%로 6%에 육박했다.",2025-01-16,5.9%,실업률,5.9,%,2024년 12월,월,,청년,,DIRECT_VALUE,"{""operator"": ""LT"", ""threshold_unit"": ""%"", ""threshold_value"": ""6""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,AMBIGUOUS_MARGIN,EVIDENCE_CELL,AMBIGUOUS_MARGIN,UNDETERMINED,,"[{""canonical_key"": ""ORG=101|TBL=DT_1DA7001S|ITM=T80|OBJ=B|MEMBER=계|PRD_SE=월|PRD_DE=2024-12"", ""dimension_codes"": {""B"": ""0""}, ""dimension_members"": {""B"": ""계""}, ""itm_id"": ""T80"", ""member_code"": ""계"", ""obj_id"": ""B"", ""org_id"": ""101"", ""prd_de"": ""2024-12"", ""prd_se"": ""월"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1DA7001S"", ""unit"": ""%""}]",[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00308_33,claim_ebeb8db644a856f1,복수 수치에서 분리,8번 직접값 제외,다른 유형으로 이동: 최고·최저 기록,"1990년대까지 두 자릿수 성장률을 보였던 한국의 경제성장률은 2000년대 들어선 5%대, 2010년대엔 3%대, 2020년대 이후엔 2%대로 떨어지면서 피크 코리아 주장이 강해지고 있다.",2025-01-24,5%,경제성장률,5.0,%,2000년대,연간,한국,,,DIRECT_VALUE,,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_RECORD,CLAIM_PARSE,직접값이 아니라 과거 전체 기간과 비교해야 하는 기록 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00308_33,claim_7a9ee01ab58a69fb,복수 수치에서 분리,8번 직접값 제외,다른 유형으로 이동: 최고·최저 기록,"1990년대까지 두 자릿수 성장률을 보였던 한국의 경제성장률은 2000년대 들어선 5%대, 2010년대엔 3%대, 2020년대 이후엔 2%대로 떨어지면서 피크 코리아 주장이 강해지고 있다.",2025-01-24,3%대,경제성장률,3.0,%대,2010년대,연간,한국,,,DIRECT_VALUE,,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_RECORD,CLAIM_PARSE,직접값이 아니라 과거 전체 기간과 비교해야 하는 기록 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00308_33,claim_b771764a1b4cbdfa,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"1990년대까지 두 자릿수 성장률을 보였던 한국의 경제성장률은 2000년대 들어선 5%대, 2010년대엔 3%대, 2020년대 이후엔 2%대로 떨어지면서 피크 코리아 주장이 강해지고 있다.",2025-01-24,2%,한국 경제성장률,2.0,%,2020년대 이후,연간,한국,,,DIRECT_VALUE,"{""direction"": ""DECREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00312_11,claim_bca90962953a18c9,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"실제로 지난해 ‘14대 대미 수출 품목’을 보면 반도체(107억달러), 자동차부품(82억달러), 석유화학·철강(각 43억달러) 등 중간재가 상당수를 차지한다.",2025-01-24,14대,수출액,14.0,대,2024,Y,,,"{""raw"": ""{\""품목\"": [\""반도체\"", \""자동차\""], \""교역상대국\"": [\""미국\""]}""}",DIRECT_VALUE,,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,TARGET_NOT_FOUND_IN_SOURCE,CLAIM_PARSE,구조화된 대상 수치가 뉴스 원문에서 확인되지 않음,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00365_2,claim_ed030b7903aeff70,복수 수치에서 분리,8번 직접값,8번 직접값 유지,29일 농림축산식품부와 한국농수산식품유통공사(aT)에 따르면 지난해 떡류 수출액은 9140만달러(약 1313억원)로 1억달러에 근접했다.,2025-01-29,9.14e+07달러,수출액,91400000.0,달러,2024년,년,,,"{""품목"": ""떡류""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,기간·단위·지역 등 필수 조건을 모두 만족하는 공식표 후보가 없음,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00368_5,claim_b50c19825fa9649a,복수 수치에서 분리,8번 직접값,8번 직접값 유지,청년 고용률이 45% 아래로 떨어진 건 코로나가 한창 기승하던 2021년 5월(44.4%) 이후 43개월 만이다.,2025-01-29,청년 고용률이 45% 아래로 떨어진 건 코로나가 한창 기승하던 2021년 5월(44.4%) 이후 43개월 만이다.,고용률,,%,2024년 12월,월,,청년,,THRESHOLD,"{""operator"": ""LTE"", ""threshold_unit"": ""%"", ""threshold_value"": ""None""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,AMBIGUOUS_MARGIN,EVIDENCE_CELL,AMBIGUOUS_MARGIN,UNDETERMINED,,"[{""canonical_key"": ""ORG=101|TBL=DT_1DA7001S|ITM=T90|OBJ=B|MEMBER=계|PRD_SE=월|PRD_DE=2024-12"", ""dimension_codes"": {""B"": ""0""}, ""dimension_members"": {""B"": ""계""}, ""itm_id"": ""T90"", ""member_code"": ""계"", ""obj_id"": ""B"", ""org_id"": ""101"", ""prd_de"": ""2024-12"", ""prd_se"": ""월"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1DA7001S"", ""unit"": ""%""}]",[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00433_3,claim_863eebfa6f331bc6,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"2일 한국수입자동차협회(KAIDA)에 따르면, 지난해 국내에서 판매된 수입 SUV는 12만7754대로 집계돼 세단(12만6881대)보다 많았다.",2025-02-03,127754대,수입액,127754.0,대,2024,Y,전국,,"{""raw"": ""{\""품목\"": [\""자동차\""]}""}",DIRECT_VALUE,,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,TARGET_NOT_FOUND_IN_SOURCE,CLAIM_PARSE,구조화된 대상 수치가 뉴스 원문에서 확인되지 않음,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00514_8,claim_2ca7d994ac25a0f7,복수 수치에서 분리,8번 직접값,8번 직접값 유지,당시 대규모 추경을 편성해 2008년 4분기 –4.6%까지 추락한 한국 경제성장률을 2010년 6.3%로 ‘V자 반등’을 이뤄내는데 크게 역할을 했다는 평가를 받는다.,2025-02-09,6.3%,한국 경제성장률,6.3,%,2010년,연간,한국,,,DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00526_14,claim_cdacc78d98fd1e6b,복수 수치에서 분리,8번 직접값,8번 직접값 유지,지난해 의약품 대미 수출액은 15억364만달러(약 2조2000억원)다.,2025-02-10,1.50364e+09달러,수출액,1503640000.0,달러,2024년,년,,,"{""무역상대국"": ""미국"", ""품목"": ""의약품""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,기간·단위·지역 등 필수 조건을 모두 만족하는 공식표 후보가 없음,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00579_13,claim_dccdcb63bdcf78d5,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"지난달 15~29세 청년층 취업자 수는 전년 동월 대비 21만8000명 줄었는데, 고용률 기준으로도 44.8%에 그치며 전년 동월 대비 1.5%포인트 감소했다.",2025-02-14,1.5%p,취업자 수,1.5,%p,2025-01,M,,청년,"{""raw"": ""{\""연령\"": \""15~29세\""}""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,TARGET_NOT_FOUND_IN_SOURCE,CLAIM_PARSE,구조화된 대상 수치가 뉴스 원문에서 확인되지 않음,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00588_16,claim_cb17ef48bf559cf2,복수 수치에서 분리,8번 직접값 제외,다른 유형으로 이동: 7번 증감률,"청년(15~29세)층 취업자는 전년 동월 대비 21만8000명 줄었고, 청년 고용률(44.8%)도 1.5%포인트 감소했다.",2025-02-15,44.8%,고용률,44.8,%,전년 동월 대비 대상 월,월,,청년층,"{""age"": ""15~29세""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_GROWTH_RATE,CLAIM_PARSE,직접값이 아니라 두 기간 공식값으로 비율을 계산해야 하는 증감률 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00692_3,claim_b667efa0aa57cc9a,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"대미 수출액은 2021년 69억1200만달러에서 2022년 80억3000만달러, 2023년 80억8700만달러로 늘어왔다.",2025-02-23,8.087e+09달러,대미 수출액,8087000000.0,달러,2023,연간,미국,,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,DIRECT_VALUE_CHANGE_TARGET_MISCLASSIFIED,CLAIM_PARSE,DIRECT_VALUE_CHANGE_TARGET_MISCLASSIFIED,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00692_4,claim_297f5d4a6be813a9,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"작년 전체 자동차 부품 수출액은 총 225억4700만달러(약 32조4300억원)로, 이 중 대미 수출 비중(36.5％)이 가장 컸다.",2025-02-23,2.2547e+10달러,자동차 부품 수출액,22547000000.0,달러,2024년,년,전체,,"{""item"": ""자동차 부품"", ""partner_share"": ""36.5%"", ""trade_partner"": ""미국""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,기간·단위·지역 등 필수 조건을 모두 만족하는 공식표 후보가 없음,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00723_14,claim_2e73dcbf5b0f952d,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"여기에 지난달 건설업 취업자 수가 192만1000명을 기록해, 코로나 팬데믹 당시였던 2021년 이후 3년 만에 200만명 아래로 떨어졌다.",2025-02-25,1.921e+06명,취업자 수,1921000.0,명,2025년 1월,월,,취업자,"{""산업"": ""건설업""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00782_8,claim_c2d064bd30f9a76d,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"관세 부과 가능성이 커지는 가운데 지난 1월 투싼 1.6 HEV 모델은 국내 생산 8338대 가운데 71%에 달하는 5905대가 수출됐고, 싼타페도 1.6 HEV 생산량 중 35%가 수출됐다.",2025-03-02,5905대,수출 대수,5905.0,대,2025년 1월,월,국내,투싼 1.6 HEV 모델,"{""item"": ""투싼"", ""model"": ""1.6 HEV"", ""production_scope"": ""국내 생산""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,기간·단위·지역 등 필수 조건을 모두 만족하는 공식표 후보가 없음,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00838_3,claim_9e3fa367e9e40c46,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"고용노동부가 사업체 5만여 곳을 대상으로 조사한 결과에 따르면 지난해 우리나라 근로자 월평균 명목임금은 407만9000원이고, 물가 수준을 고려한 실질임금은 월평균 357만3000원이다.",2025-03-06,4.079e+06원,물가상승률,4079000.0,원,2024,Y,전국,,,DIRECT_VALUE,,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,TARGET_NOT_FOUND_IN_SOURCE,CLAIM_PARSE,구조화된 대상 수치가 뉴스 원문에서 확인되지 않음,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00922_18,claim_a9ec3f04db83dfaf,복수 수치에서 분리,8번 직접값,8번 직접값 유지,지난달 건설업 취업자는 190만9000명으로 전년 같은 달보다 16만7000명 줄었다.,2025-03-12,1.909e+06명,취업자,1909000.0,명,2025년 2월,월,,취업자,"{""산업"": ""건설업""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00922_19,claim_2e95b79efb1adf6c,복수 수치에서 분리,8번 직접값 제외,다른 유형으로 이동: 6번 증감량,"1월 감소 폭(-16만9000명)보다는 약간 줄었지만, 건설업 취업자 감소세는 지난해 5월(-1만4000명) 이후 10개월 연속 이어지고 있다.",2025-03-12,-169000명,건설업 취업자 증감,-169000.0,명,2025년 1월,월,대한민국,취업자,"{""산업"": ""건설업""}",DIRECT_VALUE,"{""direction"": ""DECREASE"", ""duration_months"": ""10""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_DIFFERENCE,CLAIM_PARSE,직접값이 아니라 두 기간 공식값의 차이를 계산해야 하는 증감량 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01111_14,claim_cd57273d71240241,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"통계청이 이날 처음으로 공개한 어머니 연령별 출산율 자료에 따르면, 지난 1월 30~34세 여성 1000명당 출생아 수를 뜻하는 30대 초반 출산율은 81.1명을 기록했다.",2025-03-27,81.1명/여성 1000명,출산율,81.1,명/여성 1000명,2025년 1월,월,대한민국,여성,"{""age_group"": ""30~34세"", ""sex"": ""여성""}",DIRECT_VALUE,,HOLD,CONTEXT_REQUIRED,HUMAN_REVIEW,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,CLAIM_PARSE,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01180_3,claim_2fd9321a443899ba,복수 수치에서 분리,8번 직접값,8번 직접값 유지,지난해 우리나라 수출 6836억달러(약 1007조원) 중 대미(對美) 수출은 1278억달러로 18.7%에 달했다.,2025-04-01,6.836e+11달러,수출액,683600000000.0,달러,2024,Y,전국,,,DIRECT_VALUE,"{""trade_claim_role"": ""TOTAL_EXPORT""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,TARGET_NOT_FOUND_IN_SOURCE,CLAIM_PARSE,구조화된 대상 수치가 뉴스 원문에서 확인되지 않음,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01180_3,claim_1538c404a6786c92,복수 수치에서 분리,8번 직접값,8번 직접값 유지,지난해 우리나라 수출 6836억달러(약 1007조원) 중 대미(對美) 수출은 1278억달러로 18.7%에 달했다.,2025-04-01,1.278e+11달러,수출액,127800000000.0,달러,2024,Y,전국,,"{""raw"": ""{\""교역상대국\"": [\""미국\""]}""}",DIRECT_VALUE,"{""trade_claim_role"": ""COUNTRY_EXPORT""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,TARGET_NOT_FOUND_IN_SOURCE,CLAIM_PARSE,구조화된 대상 수치가 뉴스 원문에서 확인되지 않음,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
